Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Diet_Type,Fitness_Goal,BMI_Category,Target_Label
21,Male,175.5,94.8,30.78,medium,vegan,lose,Obese,lose_Obese
59,Male,160.2,60.8,23.69,medium,non-vegetarian,lose,Normal,lose_Normal
20,Male,169.9,64.6,22.38,medium,non-vegetarian,maintain,Normal,maintain_Normal
55,Male,163.6,81.1,30.3,medium,non-vegetarian,maintain,Obese,maintain_Obese
21,Female,145.9,89.8,42.19,low,non-vegetarian,maintain,Obese,maintain_Obese
36,Female,165.7,63.8,23.24,low,vegan,gain,Normal,gain_Normal
41,Male,164.1,69.4,25.77,high,non-vegetarian,maintain,Overweight,maintain_Overweight
19,Male,147.7,92.4,42.36,low,non-vegetarian,gain,Obese,gain_Obese
42,Female,165.4,76.6,28.0,low,non-vegetarian,gain,Overweight,gain_Overweight
26,Female,174.5,54.7,17.96,high,vegan,gain,Underweight,gain_Underweight
45,Female,169.7,66.0,22.92,high,vegan,gain,Normal,gain_Normal
44,Male,173.5,38.1,12.66,low,non-vegetarian,gain,Underweight,gain_Underweight
22,Female,164.0,61.0,22.68,high,vegetarian,maintain,Normal,maintain_Normal
37,Female,169.3,77.1,26.9,low,vegan,lose,Overweight,lose_Overweight
50,Male,157.9,59.3,23.78,low,vegetarian,gain,Normal,gain_Normal
49,Male,163.9,56.6,21.07,low,non-vegetarian,lose,Normal,lose_Normal
25,Female,173.4,64.5,21.45,medium,non-vegetarian,lose,Normal,lose_Normal
22,Female,135.9,64.4,34.87,medium,vegan,gain,Obese,gain_Obese
51,Female,154.6,45.5,19.04,low,vegetarian,gain,Normal,gain_Normal
34,Female,152.6,71.6,30.75,high,vegetarian,maintain,Obese,maintain_Obese
20,Male,178.3,74.7,23.5,high,vegan,gain,Normal,gain_Normal
24,Male,158.9,76.8,30.42,high,non-vegetarian,lose,Obese,lose_Obese
25,Male,160.4,59.6,23.17,high,vegetarian,gain,Normal,gain_Normal
56,Male,153.5,43.7,18.55,high,non-vegetarian,maintain,Normal,maintain_Normal
19,Female,161.1,72.4,27.9,low,vegetarian,maintain,Overweight,maintain_Overweight
53,Female,164.0,63.8,23.72,low,non-vegetarian,lose,Normal,lose_Normal
41,Female,155.5,79.1,32.71,high,vegetarian,lose,Obese,lose_Obese
47,Female,151.8,81.6,35.41,high,non-vegetarian,gain,Obese,gain_Obese
21,Male,155.0,58.7,24.43,high,vegan,gain,Normal,gain_Normal
51,Female,150.3,62.5,27.67,high,vegetarian,gain,Overweight,gain_Overweight
58,Female,174.8,77.7,25.43,low,non-vegetarian,maintain,Overweight,maintain_Overweight
56,Male,174.8,77.8,25.46,low,vegetarian,gain,Overweight,gain_Overweight
38,Male,154.0,65.0,27.41,medium,vegetarian,maintain,Overweight,maintain_Overweight
49,Female,157.2,90.0,36.42,low,vegetarian,maintain,Obese,maintain_Obese
52,Female,153.0,83.4,35.63,high,vegetarian,lose,Obese,lose_Obese
58,Female,173.9,97.4,32.21,low,vegetarian,lose,Obese,lose_Obese
24,Female,160.9,80.7,31.17,low,vegan,gain,Obese,gain_Obese
59,Male,187.8,60.7,17.21,high,vegan,lose,Underweight,lose_Underweight
58,Male,149.6,41.8,18.68,medium,vegetarian,lose,Normal,lose_Normal
43,Male,172.1,41.8,14.11,medium,non-vegetarian,gain,Underweight,gain_Underweight
31,Female,161.3,76.6,29.44,high,vegan,gain,Overweight,gain_Overweight
27,Female,166.9,76.4,27.43,medium,vegan,maintain,Overweight,maintain_Overweight
47,Female,167.2,89.2,31.91,low,vegetarian,gain,Obese,gain_Obese
57,Female,155.5,59.8,24.73,low,vegetarian,maintain,Normal,maintain_Normal
45,Male,157.3,82.5,33.34,medium,non-vegetarian,lose,Obese,lose_Obese
23,Female,174.0,76.8,25.37,medium,vegan,lose,Overweight,lose_Overweight
50,Male,176.8,52.3,16.73,high,non-vegetarian,gain,Underweight,gain_Underweight
49,Female,181.7,92.8,28.11,medium,vegan,gain,Overweight,gain_Overweight
47,Male,172.4,96.7,32.54,medium,non-vegetarian,maintain,Obese,maintain_Obese
30,Female,148.4,62.1,28.2,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
51,Female,157.6,80.8,32.53,low,vegan,gain,Obese,gain_Obese
58,Female,154.5,81.4,34.1,low,non-vegetarian,maintain,Obese,maintain_Obese
35,Female,178.7,80.4,25.18,high,vegetarian,gain,Overweight,gain_Overweight
53,Male,167.8,55.2,19.6,high,vegetarian,lose,Normal,lose_Normal
32,Female,156.5,88.7,36.22,low,non-vegetarian,lose,Obese,lose_Obese
29,Female,172.8,69.4,23.24,high,vegetarian,lose,Normal,lose_Normal
36,Male,160.8,39.6,15.32,low,vegan,maintain,Underweight,maintain_Underweight
51,Male,154.3,98.7,41.46,medium,vegan,maintain,Obese,maintain_Obese
51,Female,152.2,72.8,31.43,high,non-vegetarian,gain,Obese,gain_Obese
22,Female,175.1,51.2,16.7,low,non-vegetarian,gain,Underweight,gain_Underweight
19,Female,166.8,84.1,30.23,high,vegetarian,maintain,Obese,maintain_Obese
35,Female,165.1,113.0,41.46,high,vegan,gain,Obese,gain_Obese
19,Male,148.3,85.9,39.06,high,vegan,gain,Obese,gain_Obese
29,Male,163.3,81.6,30.6,high,vegetarian,maintain,Obese,maintain_Obese
21,Female,169.4,59.0,20.56,high,vegan,gain,Normal,gain_Normal
44,Male,167.3,42.1,15.04,medium,non-vegetarian,maintain,Underweight,maintain_Underweight
37,Female,171.0,74.5,25.48,low,vegan,lose,Overweight,lose_Overweight
21,Female,171.4,85.9,29.24,low,vegan,gain,Overweight,gain_Overweight
21,Male,168.7,72.2,25.37,medium,vegetarian,lose,Overweight,lose_Overweight
32,Male,156.2,59.3,24.3,medium,vegan,maintain,Normal,maintain_Normal
27,Female,176.9,91.5,29.24,high,non-vegetarian,maintain,Overweight,maintain_Overweight
59,Male,162.6,70.7,26.74,high,non-vegetarian,lose,Overweight,lose_Overweight
25,Female,156.0,87.6,36.0,high,non-vegetarian,maintain,Obese,maintain_Obese
30,Male,171.7,99.1,33.61,low,vegan,maintain,Obese,maintain_Obese
39,Male,156.2,64.3,26.35,high,vegetarian,gain,Overweight,gain_Overweight
51,Female,167.3,79.7,28.48,medium,non-vegetarian,lose,Overweight,lose_Overweight
32,Male,162.8,56.9,21.47,low,vegetarian,maintain,Normal,maintain_Normal
19,Male,173.8,80.8,26.75,low,vegan,maintain,Overweight,maintain_Overweight
37,Male,155.8,90.3,37.2,medium,vegetarian,gain,Obese,gain_Obese
41,Female,176.7,72.0,23.06,low,vegan,maintain,Normal,maintain_Normal
53,Female,165.8,78.3,28.48,high,vegan,maintain,Overweight,maintain_Overweight
39,Female,156.4,70.5,28.82,low,non-vegetarian,gain,Overweight,gain_Overweight
31,Male,143.5,83.1,40.35,low,vegetarian,lose,Obese,lose_Obese
33,Male,149.4,92.6,41.49,low,non-vegetarian,maintain,Obese,maintain_Obese
26,Male,161.7,66.8,25.55,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
56,Male,158.7,65.7,26.09,medium,vegetarian,maintain,Overweight,maintain_Overweight
50,Female,179.2,32.7,10.18,high,non-vegetarian,lose,Underweight,lose_Underweight
55,Male,177.8,75.1,23.76,medium,vegan,maintain,Normal,maintain_Normal
36,Female,152.9,53.9,23.06,high,vegan,maintain,Normal,maintain_Normal
58,Male,181.8,55.8,16.88,medium,vegetarian,lose,Underweight,lose_Underweight
40,Male,153.5,87.1,36.97,low,non-vegetarian,lose,Obese,lose_Obese
26,Female,168.4,55.9,19.71,low,non-vegetarian,maintain,Normal,maintain_Normal
42,Female,167.2,54.6,19.53,high,vegetarian,lose,Normal,lose_Normal
33,Male,176.0,85.9,27.73,high,vegan,lose,Overweight,lose_Overweight
38,Female,170.3,75.4,26.0,low,vegan,maintain,Overweight,maintain_Overweight
20,Female,182.6,70.0,20.99,low,non-vegetarian,gain,Normal,gain_Normal
26,Female,153.2,76.7,32.68,medium,vegetarian,gain,Obese,gain_Obese
26,Male,185.9,54.8,15.86,high,non-vegetarian,lose,Underweight,lose_Underweight
40,Female,161.4,76.2,29.25,low,vegetarian,maintain,Overweight,maintain_Overweight
39,Female,164.5,55.3,20.44,medium,vegan,maintain,Normal,maintain_Normal
37,Male,176.2,104.8,33.76,medium,vegetarian,lose,Obese,lose_Obese
44,Male,167.0,56.4,20.22,medium,non-vegetarian,maintain,Normal,maintain_Normal
57,Male,149.5,73.9,33.06,medium,non-vegetarian,gain,Obese,gain_Obese
35,Female,176.0,77.1,24.89,high,non-vegetarian,maintain,Normal,maintain_Normal
27,Female,165.0,61.2,22.48,medium,non-vegetarian,gain,Normal,gain_Normal
45,Male,154.1,82.5,34.74,high,vegetarian,maintain,Obese,maintain_Obese
28,Male,174.1,46.8,15.44,low,vegan,gain,Underweight,gain_Underweight
23,Female,180.9,78.6,24.02,low,non-vegetarian,gain,Normal,gain_Normal
19,Male,179.0,49.9,15.57,medium,non-vegetarian,gain,Underweight,gain_Underweight
35,Male,151.3,67.8,29.62,high,vegan,gain,Overweight,gain_Overweight
40,Female,170.0,96.9,33.53,high,non-vegetarian,maintain,Obese,maintain_Obese
44,Male,172.1,66.4,22.42,high,vegetarian,lose,Normal,lose_Normal
43,Female,154.7,88.5,36.98,medium,non-vegetarian,lose,Obese,lose_Obese
36,Male,155.4,94.4,39.09,high,vegetarian,gain,Obese,gain_Obese
58,Male,162.2,93.9,35.69,medium,vegetarian,maintain,Obese,maintain_Obese
38,Male,171.8,67.9,23.01,low,vegetarian,maintain,Normal,maintain_Normal
37,Male,159.8,64.9,25.42,high,vegetarian,maintain,Overweight,maintain_Overweight
48,Male,169.3,71.2,24.84,low,vegan,gain,Normal,gain_Normal
50,Male,159.1,67.5,26.67,low,vegan,maintain,Overweight,maintain_Overweight
26,Male,165.8,38.1,13.86,low,non-vegetarian,maintain,Underweight,maintain_Underweight
31,Female,169.6,55.3,19.23,medium,vegan,lose,Normal,lose_Normal
20,Male,153.5,44.7,18.97,medium,non-vegetarian,gain,Normal,gain_Normal
24,Female,147.1,49.7,22.97,high,non-vegetarian,gain,Normal,gain_Normal
41,Male,157.9,99.3,39.83,medium,non-vegetarian,maintain,Obese,maintain_Obese
50,Male,159.7,72.7,28.51,medium,vegan,maintain,Overweight,maintain_Overweight
46,Male,169.0,72.0,25.21,high,vegan,maintain,Overweight,maintain_Overweight
41,Female,164.2,52.1,19.32,low,non-vegetarian,maintain,Normal,maintain_Normal
46,Male,179.5,97.1,30.14,high,vegetarian,maintain,Obese,maintain_Obese
42,Female,148.2,54.6,24.86,low,vegan,lose,Normal,lose_Normal
23,Male,162.2,55.5,21.1,low,non-vegetarian,maintain,Normal,maintain_Normal
35,Male,170.1,59.1,20.43,medium,non-vegetarian,maintain,Normal,maintain_Normal
26,Male,186.7,87.9,25.22,high,vegan,gain,Overweight,gain_Overweight
28,Male,167.1,85.4,30.58,high,vegetarian,lose,Obese,lose_Obese
51,Male,176.1,61.5,19.83,medium,non-vegetarian,lose,Normal,lose_Normal
29,Male,156.8,71.2,28.96,low,non-vegetarian,lose,Overweight,lose_Overweight
23,Female,173.6,72.1,23.92,low,vegan,lose,Normal,lose_Normal
48,Female,149.2,58.0,26.05,low,vegan,maintain,Overweight,maintain_Overweight
56,Male,164.3,68.9,25.52,medium,non-vegetarian,lose,Overweight,lose_Overweight
38,Male,184.7,49.2,14.42,medium,non-vegetarian,lose,Underweight,lose_Underweight
50,Male,170.1,92.3,31.9,medium,vegetarian,gain,Obese,gain_Obese
55,Female,187.7,63.9,18.14,medium,vegan,maintain,Underweight,maintain_Underweight
27,Male,169.9,78.5,27.19,medium,vegan,lose,Overweight,lose_Overweight
46,Female,167.0,68.5,24.56,medium,vegetarian,lose,Normal,lose_Normal
23,Female,169.4,32.0,11.15,high,vegan,lose,Underweight,lose_Underweight
19,Male,171.8,71.9,24.36,low,vegetarian,lose,Normal,lose_Normal
31,Male,162.8,100.7,37.99,low,non-vegetarian,lose,Obese,lose_Obese
42,Female,158.3,64.0,25.54,low,non-vegetarian,gain,Overweight,gain_Overweight
34,Female,184.9,57.5,16.82,low,non-vegetarian,maintain,Underweight,maintain_Underweight
26,Female,159.5,67.8,26.65,high,non-vegetarian,lose,Overweight,lose_Overweight
55,Male,173.4,73.1,24.31,low,non-vegetarian,gain,Normal,gain_Normal
36,Male,152.1,62.0,26.8,medium,vegan,maintain,Overweight,maintain_Overweight
40,Male,158.9,68.8,27.25,high,vegan,maintain,Overweight,maintain_Overweight
41,Male,169.3,76.3,26.62,low,vegetarian,maintain,Overweight,maintain_Overweight
45,Male,147.2,86.0,39.69,medium,vegetarian,gain,Obese,gain_Obese
38,Female,167.5,90.8,32.36,low,non-vegetarian,lose,Obese,lose_Obese
51,Male,169.4,86.5,30.14,medium,vegan,lose,Obese,lose_Obese
24,Male,169.7,90.2,31.32,high,vegan,gain,Obese,gain_Obese
19,Female,170.2,68.5,23.65,high,vegan,lose,Normal,lose_Normal
23,Male,187.7,83.3,23.64,medium,vegetarian,gain,Normal,gain_Normal
41,Male,170.7,50.9,17.47,medium,vegetarian,gain,Underweight,gain_Underweight
29,Male,152.1,74.4,32.16,high,non-vegetarian,lose,Obese,lose_Obese
59,Female,166.5,60.8,21.93,high,vegetarian,maintain,Normal,maintain_Normal
38,Male,166.4,93.8,33.88,high,vegan,gain,Obese,gain_Obese
25,Male,172.0,52.9,17.88,medium,vegetarian,lose,Underweight,lose_Underweight
59,Male,163.9,57.9,21.55,low,vegan,maintain,Normal,maintain_Normal
40,Female,161.1,63.8,24.58,high,non-vegetarian,lose,Normal,lose_Normal
36,Male,160.2,51.2,19.95,low,vegan,gain,Normal,gain_Normal
41,Female,163.7,61.6,22.99,low,vegetarian,lose,Normal,lose_Normal
58,Male,135.7,100.8,54.74,medium,non-vegetarian,gain,Obese,gain_Obese
38,Male,175.9,64.4,20.81,high,vegan,gain,Normal,gain_Normal
54,Female,165.2,52.4,19.2,low,vegetarian,gain,Normal,gain_Normal
47,Male,182.0,98.5,29.74,high,vegetarian,gain,Overweight,gain_Overweight
28,Female,166.6,85.4,30.77,medium,non-vegetarian,maintain,Obese,maintain_Obese
39,Female,166.8,49.9,17.94,low,non-vegetarian,lose,Underweight,lose_Underweight
52,Female,160.9,72.0,27.81,medium,vegan,maintain,Overweight,maintain_Overweight
46,Female,160.5,66.7,25.89,low,vegetarian,gain,Overweight,gain_Overweight
49,Female,164.1,68.8,25.55,medium,vegetarian,gain,Overweight,gain_Overweight
23,Male,165.5,54.1,19.75,medium,vegan,maintain,Normal,maintain_Normal
27,Male,157.8,50.7,20.36,medium,vegetarian,gain,Normal,gain_Normal
27,Female,174.8,38.4,12.57,medium,vegan,gain,Underweight,gain_Underweight
31,Female,176.5,90.8,29.15,high,vegetarian,lose,Overweight,lose_Overweight
52,Male,162.0,31.0,11.81,medium,vegetarian,maintain,Underweight,maintain_Underweight
46,Male,161.4,69.0,26.49,high,non-vegetarian,maintain,Overweight,maintain_Overweight
18,Female,154.9,62.3,25.96,high,non-vegetarian,maintain,Overweight,maintain_Overweight
25,Female,180.3,80.0,24.61,high,vegetarian,gain,Normal,gain_Normal
42,Female,155.8,46.0,18.95,medium,vegetarian,gain,Normal,gain_Normal
23,Male,161.7,66.8,25.55,low,non-vegetarian,maintain,Overweight,maintain_Overweight
21,Female,170.0,62.0,21.45,low,vegetarian,gain,Normal,gain_Normal
57,Male,170.1,99.0,34.22,low,vegan,maintain,Obese,maintain_Obese
44,Female,173.2,69.3,23.1,high,vegan,lose,Normal,lose_Normal
40,Female,163.2,64.6,24.25,low,vegetarian,gain,Normal,gain_Normal
36,Female,176.8,60.6,19.39,low,vegan,maintain,Normal,maintain_Normal
20,Female,165.5,70.8,25.85,low,vegan,lose,Overweight,lose_Overweight
34,Male,160.0,49.4,19.3,low,vegetarian,gain,Normal,gain_Normal
30,Female,168.2,69.1,24.42,high,non-vegetarian,lose,Normal,lose_Normal
33,Female,170.0,62.0,21.45,medium,vegan,gain,Normal,gain_Normal
46,Female,177.2,56.8,18.09,low,non-vegetarian,gain,Underweight,gain_Underweight
28,Female,182.1,43.8,13.21,high,vegetarian,maintain,Underweight,maintain_Underweight
54,Male,169.3,77.1,26.9,low,vegetarian,gain,Overweight,gain_Overweight
27,Male,157.0,76.4,31.0,low,vegetarian,gain,Obese,gain_Obese
33,Male,177.8,36.7,11.61,medium,non-vegetarian,gain,Underweight,gain_Underweight
25,Male,170.0,32.6,11.28,medium,vegetarian,lose,Underweight,lose_Underweight
59,Female,155.3,94.4,39.14,high,vegan,gain,Obese,gain_Obese
30,Female,159.2,52.4,20.67,high,vegan,maintain,Normal,maintain_Normal
29,Female,163.0,101.0,38.01,medium,non-vegetarian,maintain,Obese,maintain_Obese
25,Female,146.7,54.2,25.18,low,non-vegetarian,maintain,Overweight,maintain_Overweight
31,Female,180.0,97.9,30.22,medium,vegan,maintain,Obese,maintain_Obese
50,Male,164.0,51.4,19.11,medium,non-vegetarian,lose,Normal,lose_Normal
33,Female,186.0,93.9,27.14,medium,vegetarian,maintain,Overweight,maintain_Overweight
26,Male,171.8,57.8,19.58,high,non-vegetarian,maintain,Normal,maintain_Normal
41,Male,164.5,67.6,24.98,high,vegetarian,lose,Normal,lose_Normal
54,Female,168.3,91.8,32.41,low,vegetarian,gain,Obese,gain_Obese
57,Female,173.8,53.8,17.81,medium,vegetarian,gain,Underweight,gain_Underweight
44,Female,178.8,74.7,23.37,high,vegetarian,gain,Normal,gain_Normal
41,Female,171.9,92.0,31.13,high,non-vegetarian,gain,Obese,gain_Obese
55,Female,153.9,69.5,29.34,high,non-vegetarian,lose,Overweight,lose_Overweight
33,Female,159.7,46.5,18.23,medium,vegan,gain,Underweight,gain_Underweight
53,Female,168.5,107.7,37.93,low,vegan,lose,Obese,lose_Obese
50,Female,146.6,69.5,32.34,low,vegetarian,gain,Obese,gain_Obese
30,Female,171.4,71.8,24.44,low,non-vegetarian,lose,Normal,lose_Normal
26,Male,163.9,50.5,18.8,medium,non-vegetarian,maintain,Normal,maintain_Normal
34,Male,167.3,58.6,20.94,medium,non-vegetarian,lose,Normal,lose_Normal
40,Female,143.1,87.9,42.92,low,vegan,maintain,Obese,maintain_Obese
58,Female,174.6,70.8,23.22,low,vegan,lose,Normal,lose_Normal
27,Female,167.3,86.1,30.76,high,vegetarian,gain,Obese,gain_Obese
47,Male,167.2,83.6,29.9,high,vegan,lose,Overweight,lose_Overweight
31,Female,162.0,89.7,34.18,low,vegan,gain,Obese,gain_Obese
49,Male,168.2,72.9,25.77,low,vegan,gain,Overweight,gain_Overweight
46,Female,152.3,74.3,32.03,high,vegetarian,maintain,Obese,maintain_Obese
55,Male,156.7,60.4,24.6,low,vegan,lose,Normal,lose_Normal
37,Female,156.8,54.0,21.96,high,vegetarian,maintain,Normal,maintain_Normal
39,Male,186.2,90.0,25.96,low,vegan,maintain,Overweight,maintain_Overweight
21,Female,184.2,51.7,15.24,high,vegan,gain,Underweight,gain_Underweight
38,Male,165.7,50.6,18.43,high,vegetarian,maintain,Underweight,maintain_Underweight
49,Female,158.0,56.2,22.51,low,non-vegetarian,maintain,Normal,maintain_Normal
37,Female,177.4,64.1,20.37,medium,vegan,lose,Normal,lose_Normal
41,Female,175.7,79.1,25.62,low,non-vegetarian,lose,Overweight,lose_Overweight
25,Female,188.0,47.8,13.52,high,vegan,lose,Underweight,lose_Underweight
56,Male,177.6,87.2,27.65,low,vegan,maintain,Overweight,maintain_Overweight
21,Male,155.3,85.1,35.28,low,vegan,gain,Obese,gain_Obese
25,Male,168.4,66.6,23.48,medium,vegetarian,maintain,Normal,maintain_Normal
23,Male,156.8,59.2,24.08,medium,vegan,gain,Normal,gain_Normal
33,Male,185.5,70.0,20.34,medium,vegetarian,maintain,Normal,maintain_Normal
42,Male,172.8,58.1,19.46,medium,vegetarian,maintain,Normal,maintain_Normal
27,Female,157.2,86.2,34.88,low,vegetarian,lose,Obese,lose_Obese
40,Female,151.5,63.8,27.8,high,vegan,gain,Overweight,gain_Overweight
26,Female,165.3,71.7,26.24,high,vegetarian,maintain,Overweight,maintain_Overweight
28,Female,163.2,75.9,28.5,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
26,Female,171.9,81.0,27.41,high,vegetarian,maintain,Overweight,maintain_Overweight
59,Female,155.1,65.7,27.31,medium,vegetarian,maintain,Overweight,maintain_Overweight
52,Female,176.9,83.4,26.65,medium,vegetarian,gain,Overweight,gain_Overweight
25,Male,151.3,75.3,32.89,medium,vegan,gain,Obese,gain_Obese
36,Male,145.2,70.7,33.53,low,non-vegetarian,gain,Obese,gain_Obese
25,Female,184.0,55.8,16.48,high,vegan,lose,Underweight,lose_Underweight
30,Female,156.7,81.5,33.19,medium,vegan,maintain,Obese,maintain_Obese
56,Female,149.6,60.5,27.03,high,non-vegetarian,lose,Overweight,lose_Overweight
45,Female,171.0,60.5,20.69,low,non-vegetarian,lose,Normal,lose_Normal
38,Female,162.6,81.2,30.71,medium,vegetarian,maintain,Obese,maintain_Obese
55,Female,169.2,74.0,25.85,high,vegetarian,maintain,Overweight,maintain_Overweight
47,Male,161.6,75.6,28.95,medium,vegan,lose,Overweight,lose_Overweight
54,Female,163.8,76.9,28.66,low,vegetarian,gain,Overweight,gain_Overweight
32,Female,160.0,67.3,26.29,medium,non-vegetarian,lose,Overweight,lose_Overweight
32,Male,155.1,69.5,28.89,high,vegetarian,lose,Overweight,lose_Overweight
38,Male,156.9,53.3,21.65,low,non-vegetarian,maintain,Normal,maintain_Normal
36,Male,167.6,73.2,26.06,high,vegetarian,lose,Overweight,lose_Overweight
56,Female,172.8,63.5,21.27,high,vegan,maintain,Normal,maintain_Normal
59,Male,169.1,78.3,27.38,low,vegan,lose,Overweight,lose_Overweight
20,Female,169.4,57.6,20.07,high,vegetarian,gain,Normal,gain_Normal
23,Male,166.5,75.5,27.23,high,non-vegetarian,maintain,Overweight,maintain_Overweight
46,Female,165.1,38.7,14.2,medium,vegetarian,maintain,Underweight,maintain_Underweight
24,Male,166.6,103.2,37.18,low,vegetarian,maintain,Obese,maintain_Obese
59,Male,161.4,59.1,22.69,low,vegan,gain,Normal,gain_Normal
33,Male,168.7,74.7,26.25,medium,vegetarian,gain,Overweight,gain_Overweight
51,Female,176.9,51.1,16.33,medium,vegan,lose,Underweight,lose_Underweight
45,Male,172.3,78.9,26.58,low,non-vegetarian,maintain,Overweight,maintain_Overweight
25,Male,163.6,75.1,28.06,high,vegetarian,lose,Overweight,lose_Overweight
47,Female,175.3,83.1,27.04,medium,vegetarian,maintain,Overweight,maintain_Overweight
53,Female,153.6,82.3,34.88,medium,vegan,lose,Obese,lose_Obese
20,Male,164.4,71.1,26.31,low,vegetarian,maintain,Overweight,maintain_Overweight
34,Female,165.7,67.7,24.66,low,non-vegetarian,gain,Normal,gain_Normal
38,Female,176.9,68.7,21.95,low,non-vegetarian,gain,Normal,gain_Normal
25,Male,153.8,64.1,27.1,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
52,Female,166.8,88.4,31.77,medium,non-vegetarian,gain,Obese,gain_Obese
38,Male,171.0,57.2,19.56,medium,vegan,maintain,Normal,maintain_Normal
19,Male,189.9,74.0,20.52,high,vegan,gain,Normal,gain_Normal
46,Male,177.8,67.7,21.42,high,vegetarian,gain,Normal,gain_Normal
28,Female,170.3,82.6,28.48,medium,vegan,gain,Overweight,gain_Overweight
22,Female,177.2,85.9,27.36,high,vegan,lose,Overweight,lose_Overweight
44,Female,173.7,65.3,21.64,high,vegetarian,gain,Normal,gain_Normal
24,Female,159.3,75.0,29.55,medium,vegetarian,lose,Overweight,lose_Overweight
38,Female,174.3,66.7,21.95,high,vegetarian,maintain,Normal,maintain_Normal
37,Male,175.7,91.8,29.74,high,vegan,maintain,Overweight,maintain_Overweight
27,Male,155.8,57.4,23.65,high,vegetarian,lose,Normal,lose_Normal
23,Female,163.6,74.6,27.87,high,non-vegetarian,gain,Overweight,gain_Overweight
26,Male,159.8,90.3,35.36,medium,non-vegetarian,gain,Obese,gain_Obese
22,Male,169.2,70.6,24.66,low,vegetarian,maintain,Normal,maintain_Normal
22,Male,150.6,50.3,22.18,high,vegan,maintain,Normal,maintain_Normal
54,Male,167.8,38.0,13.5,high,vegan,lose,Underweight,lose_Underweight
54,Female,175.1,67.6,22.05,low,vegan,lose,Normal,lose_Normal
45,Male,197.4,104.6,26.84,low,vegetarian,gain,Overweight,gain_Overweight
59,Male,163.2,68.4,25.68,low,vegetarian,lose,Overweight,lose_Overweight
55,Female,175.0,95.5,31.18,low,vegetarian,gain,Obese,gain_Obese
43,Male,148.6,43.2,19.56,low,non-vegetarian,maintain,Normal,maintain_Normal
42,Male,158.8,78.7,31.21,medium,vegetarian,maintain,Obese,maintain_Obese
53,Female,170.0,86.0,29.76,low,vegetarian,gain,Overweight,gain_Overweight
33,Male,153.0,35.3,15.08,low,non-vegetarian,lose,Underweight,lose_Underweight
30,Female,173.6,57.6,19.11,low,vegan,gain,Normal,gain_Normal
20,Female,144.8,72.2,34.43,low,vegetarian,maintain,Obese,maintain_Obese
24,Female,172.9,68.2,22.81,medium,vegan,lose,Normal,lose_Normal
57,Male,160.4,67.6,26.27,low,non-vegetarian,lose,Overweight,lose_Overweight
42,Female,161.3,49.8,19.14,low,vegetarian,maintain,Normal,maintain_Normal
39,Female,157.9,77.8,31.2,medium,non-vegetarian,gain,Obese,gain_Obese
59,Male,168.2,72.5,25.63,medium,vegetarian,lose,Overweight,lose_Overweight
37,Female,155.0,67.3,28.01,high,vegan,lose,Overweight,lose_Overweight
54,Female,143.2,72.7,35.45,low,vegan,gain,Obese,gain_Obese
41,Male,179.3,47.9,14.9,low,vegan,gain,Underweight,gain_Underweight
25,Female,159.1,74.9,29.59,high,non-vegetarian,lose,Overweight,lose_Overweight
56,Male,177.5,63.3,20.09,low,vegan,maintain,Normal,maintain_Normal
38,Female,158.1,40.5,16.2,low,vegetarian,gain,Underweight,gain_Underweight
59,Male,166.0,100.6,36.51,medium,non-vegetarian,maintain,Obese,maintain_Obese
47,Female,167.8,69.7,24.75,medium,vegan,lose,Normal,lose_Normal
31,Female,168.2,69.8,24.67,medium,vegan,maintain,Normal,maintain_Normal
40,Male,156.9,82.3,33.43,medium,vegan,lose,Obese,lose_Obese
53,Female,167.3,70.3,25.12,medium,non-vegetarian,lose,Overweight,lose_Overweight
30,Female,155.2,89.6,37.2,low,vegan,gain,Obese,gain_Obese
30,Male,171.6,61.7,20.95,low,vegan,gain,Normal,gain_Normal
26,Male,175.0,62.5,20.41,high,vegetarian,gain,Normal,gain_Normal
56,Female,157.2,58.6,23.71,medium,vegetarian,maintain,Normal,maintain_Normal
31,Female,147.3,77.1,35.53,high,non-vegetarian,maintain,Obese,maintain_Obese
28,Female,146.7,51.6,23.98,medium,non-vegetarian,lose,Normal,lose_Normal
54,Female,144.2,68.7,33.04,low,vegetarian,maintain,Obese,maintain_Obese
43,Male,163.5,65.1,24.35,high,vegetarian,gain,Normal,gain_Normal
28,Male,154.6,52.4,21.92,low,vegan,gain,Normal,gain_Normal
36,Male,169.6,61.7,21.45,medium,vegan,gain,Normal,gain_Normal
49,Male,168.2,56.7,20.04,medium,vegetarian,gain,Normal,gain_Normal
36,Female,166.8,89.5,32.17,medium,vegan,maintain,Obese,maintain_Obese
27,Female,170.9,63.8,21.84,high,vegetarian,maintain,Normal,maintain_Normal
43,Female,167.6,66.4,23.64,low,non-vegetarian,lose,Normal,lose_Normal
27,Female,165.1,65.1,23.88,high,vegetarian,maintain,Normal,maintain_Normal
29,Male,163.4,73.2,27.42,high,non-vegetarian,lose,Overweight,lose_Overweight
42,Male,155.1,54.8,22.78,high,non-vegetarian,maintain,Normal,maintain_Normal
